run,variant,resolution,frame,gpu_ms
measure-1080p-r3-p2-v4r7,v4r7,1080p,436,4.167360000
measure-1080p-r3-p2-v4r7,v4r7,1080p,437,3.677840000
measure-1080p-r3-p2-v4r7,v4r7,1080p,438,4.109480000
measure-1080p-r3-p2-v4r7,v4r7,1080p,439,3.677160000
measure-1080p-r3-p2-v4r7,v4r7,1080p,440,4.135040000
measure-1080p-r3-p2-v4r7,v4r7,1080p,441,3.678600000
measure-1080p-r3-p2-v4r7,v4r7,1080p,442,4.086120000
measure-1080p-r3-p2-v4r7,v4r7,1080p,443,3.968520000
measure-1080p-r3-p2-v4r7,v4r7,1080p,444,3.671680000
measure-1080p-r3-p2-v4r7,v4r7,1080p,445,4.128880000
measure-1080p-r3-p2-v4r7,v4r7,1080p,446,3.684120000
measure-1080p-r3-p2-v4r7,v4r7,1080p,447,4.138080000
measure-1080p-r3-p2-v4r7,v4r7,1080p,448,3.679280000
measure-1080p-r3-p2-v4r7,v4r7,1080p,449,4.153000000
measure-1080p-r3-p2-v4r7,v4r7,1080p,450,4.157480000
measure-1080p-r3-p2-v4r7,v4r7,1080p,451,3.680720000
measure-1080p-r3-p2-v4r7,v4r7,1080p,452,4.131280000
measure-1080p-r3-p2-v4r7,v4r7,1080p,453,3.665080000
measure-1080p-r3-p2-v4r7,v4r7,1080p,454,4.163840000
measure-1080p-r3-p2-v4r7,v4r7,1080p,455,3.681760000
measure-1080p-r3-p2-v4r7,v4r7,1080p,456,4.169000000
measure-1080p-r3-p2-v4r7,v4r7,1080p,457,4.153080000
measure-1080p-r3-p2-v4r7,v4r7,1080p,458,3.678560000
measure-1080p-r3-p2-v4r7,v4r7,1080p,459,4.130720000
measure-1080p-r3-p2-v4r7,v4r7,1080p,460,3.685920000
measure-1080p-r3-p2-v4r7,v4r7,1080p,461,4.131440000
measure-1080p-r3-p2-v4r7,v4r7,1080p,462,3.673120000
measure-1080p-r3-p2-v4r7,v4r7,1080p,463,4.152720000
measure-1080p-r3-p2-v4r7,v4r7,1080p,464,4.171720000
measure-1080p-r3-p2-v4r7,v4r7,1080p,465,3.675840000
measure-1080p-r3-p2-v4r7,v4r7,1080p,466,4.156840000
measure-1080p-r3-p2-v4r7,v4r7,1080p,467,3.676800000
measure-1080p-r3-p2-v4r7,v4r7,1080p,468,4.084680000
measure-1080p-r3-p2-v4r7,v4r7,1080p,469,3.692400000
measure-1080p-r3-p2-v4r7,v4r7,1080p,470,4.145560000
measure-1080p-r3-p2-v4r7,v4r7,1080p,471,3.681640000
measure-1080p-r3-p2-v4r7,v4r7,1080p,472,3.992760000
measure-1080p-r3-p2-v4r7,v4r7,1080p,473,3.693200000
measure-1080p-r3-p2-v4r7,v4r7,1080p,474,3.674440000
measure-1080p-r3-p2-v4r7,v4r7,1080p,475,4.171240000
measure-1080p-r3-p2-v4r7,v4r7,1080p,476,3.690760000
measure-1080p-r3-p2-v4r7,v4r7,1080p,477,4.122640000
measure-1080p-r3-p2-v4r7,v4r7,1080p,478,3.671200000
measure-1080p-r3-p2-v4r7,v4r7,1080p,479,4.138160000
measure-1080p-r3-p2-v4r7,v4r7,1080p,480,3.672160000
measure-1080p-r3-p2-v4r7,v4r7,1080p,481,4.145240000
measure-1080p-r3-p2-v4r7,v4r7,1080p,482,3.681480000
measure-1080p-r3-p2-v4r7,v4r7,1080p,483,3.853040000
measure-1080p-r3-p2-v4r7,v4r7,1080p,484,4.092320000
measure-1080p-r3-p2-v4r7,v4r7,1080p,485,3.667840000
measure-1080p-r3-p2-v4r7,v4r7,1080p,486,4.144720000
measure-1080p-r3-p2-v4r7,v4r7,1080p,487,3.681640000
measure-1080p-r3-p2-v4r7,v4r7,1080p,488,4.240480000
measure-1080p-r3-p2-v4r7,v4r7,1080p,489,3.674000000
measure-1080p-r3-p2-v4r7,v4r7,1080p,490,4.135040000
measure-1080p-r3-p2-v4r7,v4r7,1080p,491,3.675680000
measure-1080p-r3-p2-v4r7,v4r7,1080p,492,4.056520000
measure-1080p-r3-p2-v4r7,v4r7,1080p,493,4.149400000
measure-1080p-r3-p2-v4r7,v4r7,1080p,494,3.682760000
measure-1080p-r3-p2-v4r7,v4r7,1080p,495,4.133920000
measure-1080p-r3-p2-v4r7,v4r7,1080p,496,3.685800000
measure-1080p-r3-p2-v4r7,v4r7,1080p,497,4.112440000
measure-1080p-r3-p2-v4r7,v4r7,1080p,498,3.679560000
measure-1080p-r3-p2-v4r7,v4r7,1080p,499,4.144360000
measure-1080p-r3-p2-v4r7,v4r7,1080p,500,3.678520000
measure-1080p-r3-p2-v4r7,v4r7,1080p,501,3.889520000
measure-1080p-r3-p2-v4r7,v4r7,1080p,502,3.927280000
measure-1080p-r3-p2-v4r7,v4r7,1080p,503,3.676240000
measure-1080p-r3-p2-v4r7,v4r7,1080p,504,4.145840000
measure-1080p-r3-p2-v4r7,v4r7,1080p,505,3.678240000
measure-1080p-r3-p2-v4r7,v4r7,1080p,506,4.135160000
measure-1080p-r3-p2-v4r7,v4r7,1080p,507,3.680080000
measure-1080p-r3-p2-v4r7,v4r7,1080p,508,4.149960000
measure-1080p-r3-p2-v4r7,v4r7,1080p,509,3.693720000
measure-1080p-r3-p2-v4r7,v4r7,1080p,510,3.783120000
measure-1080p-r3-p2-v4r7,v4r7,1080p,511,4.153800000
measure-1080p-r3-p2-v4r7,v4r7,1080p,512,3.680280000
measure-1080p-r3-p2-v4r7,v4r7,1080p,513,4.126400000
measure-1080p-r3-p2-v4r7,v4r7,1080p,514,3.685440000
measure-1080p-r3-p2-v4r7,v4r7,1080p,515,4.091200000
measure-1080p-r3-p2-v4r7,v4r7,1080p,516,3.685040000
measure-1080p-r3-p2-v4r7,v4r7,1080p,517,4.149840000
measure-1080p-r3-p2-v4r7,v4r7,1080p,518,3.673880000
measure-1080p-r3-p2-v4r7,v4r7,1080p,519,4.162280000
measure-1080p-r3-p2-v4r7,v4r7,1080p,520,4.163240000
measure-1080p-r3-p2-v4r7,v4r7,1080p,521,3.679880000
measure-1080p-r3-p2-v4r7,v4r7,1080p,522,4.129080000
measure-1080p-r3-p2-v4r7,v4r7,1080p,523,3.676440000
measure-1080p-r3-p2-v4r7,v4r7,1080p,524,4.177080000
measure-1080p-r3-p2-v4r7,v4r7,1080p,525,3.693400000
measure-1080p-r3-p2-v4r7,v4r7,1080p,526,4.144080000
measure-1080p-r3-p2-v4r7,v4r7,1080p,527,3.677760000
measure-1080p-r3-p2-v4r7,v4r7,1080p,528,3.683760000
measure-1080p-r3-p2-v4r7,v4r7,1080p,529,4.172200000
measure-1080p-r3-p2-v4r7,v4r7,1080p,530,3.673080000
measure-1080p-r3-p2-v4r7,v4r7,1080p,531,4.132680000
measure-1080p-r3-p2-v4r7,v4r7,1080p,532,3.689280000
measure-1080p-r3-p2-v4r7,v4r7,1080p,533,4.160880000
measure-1080p-r3-p2-v4r7,v4r7,1080p,534,3.685360000
measure-1080p-r3-p2-v4r7,v4r7,1080p,535,4.054720000
measure-1080p-r3-p2-v4r7,v4r7,1080p,536,4.157280000
measure-1080p-r3-p2-v4r7,v4r7,1080p,537,3.679560000
measure-1080p-r3-p2-v4r7,v4r7,1080p,538,4.131680000
measure-1080p-r3-p2-v4r7,v4r7,1080p,539,3.682640000
measure-1080p-r3-p2-v4r7,v4r7,1080p,540,4.113520000
measure-1080p-r3-p2-v4r7,v4r7,1080p,541,3.691520000
measure-1080p-r3-p2-v4r7,v4r7,1080p,542,4.148440000
measure-1080p-r3-p2-v4r7,v4r7,1080p,543,3.671040000
measure-1080p-r3-p2-v4r7,v4r7,1080p,544,4.034640000
measure-1080p-r3-p2-v4r7,v4r7,1080p,545,4.046040000
measure-1080p-r3-p2-v4r7,v4r7,1080p,546,3.683280000
measure-1080p-r3-p2-v4r7,v4r7,1080p,547,4.141080000
measure-1080p-r3-p2-v4r7,v4r7,1080p,548,3.670880000
measure-1080p-r3-p2-v4r7,v4r7,1080p,549,4.131800000
measure-1080p-r3-p2-v4r7,v4r7,1080p,550,3.674000000
measure-1080p-r3-p2-v4r7,v4r7,1080p,551,4.144520000
measure-1080p-r3-p2-v4r7,v4r7,1080p,552,3.691600000
measure-1080p-r3-p2-v4r7,v4r7,1080p,553,3.993360000
measure-1080p-r3-p2-v4r7,v4r7,1080p,554,4.158400000
measure-1080p-r3-p2-v4r7,v4r7,1080p,555,3.685120000
measure-1080p-r3-p2-v4r7,v4r7,1080p,556,4.151760000
measure-1080p-r3-p2-v4r7,v4r7,1080p,557,3.685400000
measure-1080p-r3-p2-v4r7,v4r7,1080p,558,4.117080000
measure-1080p-r3-p2-v4r7,v4r7,1080p,559,3.675160000
measure-1080p-r3-p2-v4r7,v4r7,1080p,560,4.150920000
measure-1080p-r3-p2-v4r7,v4r7,1080p,561,3.682720000
measure-1080p-r3-p2-v4r7,v4r7,1080p,562,3.869640000
measure-1080p-r3-p2-v4r7,v4r7,1080p,563,4.175640000
measure-1080p-r3-p2-v4r7,v4r7,1080p,564,3.677280000
measure-1080p-r3-p2-v4r7,v4r7,1080p,565,4.152200000
measure-1080p-r3-p2-v4r7,v4r7,1080p,566,3.682480000
measure-1080p-r3-p2-v4r7,v4r7,1080p,567,4.192640000
measure-1080p-r3-p2-v4r7,v4r7,1080p,568,3.682160000
measure-1080p-r3-p2-v4r7,v4r7,1080p,569,4.148360000
measure-1080p-r3-p2-v4r7,v4r7,1080p,570,3.670800000
measure-1080p-r3-p2-v4r7,v4r7,1080p,571,4.155800000
measure-1080p-r3-p2-v4r7,v4r7,1080p,572,3.682680000
measure-1080p-r3-p2-v4r7,v4r7,1080p,573,3.953000000
measure-1080p-r3-p2-v4r7,v4r7,1080p,574,4.153600000
measure-1080p-r3-p2-v4r7,v4r7,1080p,575,3.680720000
measure-1080p-r3-p2-v4r7,v4r7,1080p,576,4.144400000
measure-1080p-r3-p2-v4r7,v4r7,1080p,577,3.672800000
measure-1080p-r3-p2-v4r7,v4r7,1080p,578,4.168760000
measure-1080p-r3-p2-v4r7,v4r7,1080p,579,3.674520000
measure-1080p-r3-p2-v4r7,v4r7,1080p,580,4.174600000
measure-1080p-r3-p2-v4r7,v4r7,1080p,581,3.675680000
measure-1080p-r3-p2-v4r7,v4r7,1080p,582,4.142120000
measure-1080p-r3-p2-v4r7,v4r7,1080p,583,3.680440000
measure-1080p-r3-p2-v4r7,v4r7,1080p,584,4.056160000
measure-1080p-r3-p2-v4r7,v4r7,1080p,585,4.167960000
measure-1080p-r3-p2-v4r7,v4r7,1080p,586,3.695160000
measure-1080p-r3-p2-v4r7,v4r7,1080p,587,4.140840000
measure-1080p-r3-p2-v4r7,v4r7,1080p,588,3.675560000
measure-1080p-r3-p2-v4r7,v4r7,1080p,589,4.113680000
measure-1080p-r3-p2-v4r7,v4r7,1080p,590,3.674480000
measure-1080p-r3-p2-v4r7,v4r7,1080p,591,4.146520000
measure-1080p-r3-p2-v4r7,v4r7,1080p,592,3.666720000
measure-1080p-r3-p2-v4r7,v4r7,1080p,593,3.761920000
measure-1080p-r3-p2-v4r7,v4r7,1080p,594,4.155640000
measure-1080p-r3-p2-v4r7,v4r7,1080p,595,3.680600000
measure-1080p-r3-p2-v4r7,v4r7,1080p,596,4.148840000
measure-1080p-r3-p2-v4r7,v4r7,1080p,597,3.679960000
measure-1080p-r3-p2-v4r7,v4r7,1080p,598,4.183440000
measure-1080p-r3-p2-v4r7,v4r7,1080p,599,3.675040000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,0,12.234720000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,1,12.334080000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,2,11.948920000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,3,11.833800000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,4,11.415800000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,5,9.134960000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,6,7.730000000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,7,6.891920000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,8,6.653360000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,9,6.652040000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,10,6.660200000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,11,6.659760000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,12,6.678040000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,13,6.824640000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,14,7.122200000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,15,7.110080000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,16,7.112680000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,17,7.090080000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,18,7.121800000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,19,7.103560000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,20,7.106880000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,21,7.120120000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,22,7.123920000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,23,7.109600000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,24,7.136400000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,25,7.168880000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,26,6.648640000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,27,6.651240000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,28,7.140000000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,29,7.133720000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,30,7.122200000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,31,7.107520000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,32,7.106880000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,33,7.125320000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,34,7.114640000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,35,7.055880000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,36,7.110840000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,37,7.103480000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,38,7.116040000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,39,7.116240000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,40,7.128880000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,41,7.135800000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,42,6.651600000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,43,6.651760000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,44,7.127680000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,45,7.117160000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,46,7.111160000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,47,7.099480000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,48,7.096760000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,49,7.090800000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,50,7.057160000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,51,7.108920000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,52,7.096760000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,53,7.121840000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,54,7.109200000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,55,7.137600000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,56,7.157680000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,57,6.651240000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,58,6.652920000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,59,7.126960000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,60,7.121760000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,61,7.109080000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,62,7.102200000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,63,7.126280000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,64,7.133320000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,65,7.154560000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,66,7.100600000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,67,7.108600000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,68,7.099040000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,69,7.123720000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,70,7.109200000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,71,7.134000000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,72,7.142040000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,73,6.657240000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,74,6.661720000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,75,7.140080000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,76,7.131600000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,77,7.098200000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,78,7.105400000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,79,7.115920000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,80,7.098400000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,81,7.051640000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,82,7.125680000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,83,7.118640000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,84,7.130200000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,85,7.114200000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,86,7.162080000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,87,7.137800000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,88,7.141800000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,89,6.649920000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,90,6.760560000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,91,7.133920000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,92,7.108520000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,93,7.110040000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,94,7.113040000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,95,7.103520000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,96,7.053960000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,97,7.092920000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,98,7.102640000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,99,7.074400000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,100,7.129520000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,101,7.104000000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,102,7.119280000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,103,7.143280000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,104,7.142480000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,105,6.652520000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,106,6.891880000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,107,7.119040000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,108,7.127400000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,109,7.100640000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,110,7.100960000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,111,7.170600000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,112,7.123840000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,113,7.087720000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,114,7.105160000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,115,7.086800000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,116,7.102720000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,117,7.115080000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,118,7.111240000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,119,7.141560000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,120,7.135080000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,121,6.654680000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,122,6.651480000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,123,7.127800000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,124,7.135960000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,125,7.117640000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,126,7.100080000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,127,7.127480000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,128,7.103400000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,129,7.075720000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,130,7.077360000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,131,7.123120000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,132,7.108160000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,133,7.125920000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,134,7.134800000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,135,7.106840000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,136,7.160200000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,137,7.155720000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,138,6.650800000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,139,6.687560000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,140,7.129960000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,141,7.112040000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,142,7.113840000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,143,7.109960000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,144,7.080280000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,145,7.082000000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,146,7.074240000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,147,7.108920000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,148,7.159040000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,149,7.128920000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,150,7.111200000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,151,7.112120000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,152,7.168720000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,153,7.171000000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,154,6.652480000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,155,6.654440000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,156,7.121160000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,157,7.106840000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,158,7.104480000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,159,7.115640000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,160,7.125640000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,161,7.078600000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,162,7.082000000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,163,7.109200000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,164,7.086920000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,165,7.124160000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,166,7.117880000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,167,7.135480000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,168,7.144600000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,169,7.135600000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,170,6.656560000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,171,6.715680000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,172,7.124520000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,173,7.115160000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,174,7.108720000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,175,7.075480000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,176,7.129240000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,177,7.082600000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,178,7.047840000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,179,7.103280000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,180,7.068280000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,181,7.133320000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,182,7.116360000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,183,7.130360000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,184,6.661000000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,185,6.652920000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,186,7.138800000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,187,7.118680000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,188,7.118720000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,189,7.121800000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,190,7.120000000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,191,7.072520000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,192,7.066760000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,193,7.121480000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,194,7.103040000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,195,7.135680000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,196,7.127520000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,197,7.131880000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,198,6.651080000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,199,6.763680000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,200,7.128480000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,201,7.121640000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,202,7.104080000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,203,7.108240000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,204,7.137320000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,205,7.107880000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,206,7.108040000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,207,7.109560000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,208,7.125720000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,209,7.110000000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,210,7.147560000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,211,7.129560000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,212,6.655960000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,213,6.750360000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,214,7.126360000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,215,7.115280000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,216,7.106520000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,217,7.117520000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,218,7.147640000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,219,7.060400000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,220,7.104640000
measure-1080p-r3-p3-fsr411b,fsr411b,1080p,221,7.104680000
