run,driver,sequence,start_ticks,end_ticks,frequency,gpu_ms,gpu_completion_fence_verified
03,original-v3-2.82,2514,15982294121673,15982294923573,100000000,8.019,True
03,original-v3-2.82,2515,15982300063021,15982300863897,100000000,8.00876,True
03,original-v3-2.82,2516,15982305998069,15982306799981,100000000,8.01912,True
03,original-v3-2.82,2517,15982311962225,15982312763693,100000000,8.01468,True
03,original-v3-2.82,2518,15982317914097,15982318715801,100000000,8.01704,True
03,original-v3-2.82,2519,15982323885369,15982324686193,100000000,8.00824,True
03,original-v3-2.82,2520,15982329845957,15982330647501,100000000,8.01544,True
03,original-v3-2.82,2521,15982335829273,15982336630677,100000000,8.01404,True
03,original-v3-2.82,2522,15982341775441,15982342576737,100000000,8.01296,True
03,original-v3-2.82,2523,15982347723913,15982348525165,100000000,8.01252,True
03,original-v3-2.82,2524,15982353696157,15982354497105,100000000,8.00948,True
03,original-v3-2.82,2525,15982359650941,15982360452273,100000000,8.01332,True
03,original-v3-2.82,2526,15982365591885,15982366392761,100000000,8.00876,True
03,original-v3-2.82,2527,15982371518845,15982372320229,100000000,8.01384,True
03,original-v3-2.82,2528,15982377465633,15982378267157,100000000,8.01524,True
03,original-v3-2.82,2529,15982383406373,15982384207649,100000000,8.01276,True
03,original-v3-2.82,2530,15982389351381,15982390153089,100000000,8.01708,True
03,original-v3-2.82,2531,15982395325257,15982396127161,100000000,8.01904,True
03,original-v3-2.82,2532,15982401286381,15982402087997,100000000,8.01616,True
03,original-v3-2.82,2533,15982407231661,15982408032865,100000000,8.01204,True
03,original-v3-2.82,2534,15982413193229,15982413995129,100000000,8.019,True
03,original-v3-2.82,2535,15982419157665,15982419958849,100000000,8.01184,True
03,original-v3-2.82,2536,15982425102357,15982425903901,100000000,8.01544,True
03,original-v3-2.82,2537,15982431045477,15982431846721,100000000,8.01244,True
03,original-v3-2.82,2538,15982436985117,15982437785545,100000000,8.00428,True
03,original-v3-2.82,2539,15982442921457,15982443722941,100000000,8.01484,True
03,original-v3-2.82,2540,15982448884441,15982449685013,100000000,8.00572,True
03,original-v3-2.82,2541,15982454852949,15982455654445,100000000,8.01496,True
03,original-v3-2.82,2542,15982460859521,15982461660617,100000000,8.01096,True
03,original-v3-2.82,2543,15982466811829,15982467613141,100000000,8.01312,True
03,original-v3-2.82,2544,15982472796961,15982473598701,100000000,8.0174,True
03,original-v3-2.82,2545,15982478775553,15982479576705,100000000,8.01152,True
03,original-v3-2.82,2546,15982484732213,15982485533225,100000000,8.01012,True
03,original-v3-2.82,2547,15982490693525,15982491494925,100000000,8.014,True
03,original-v3-2.82,2548,15982496688513,15982497489821,100000000,8.01308,True
03,original-v3-2.82,2549,15982502637897,15982503438905,100000000,8.01008,True
03,original-v3-2.82,2550,15982508623225,15982509424557,100000000,8.01332,True
03,original-v3-2.82,2551,15982514593201,15982515394317,100000000,8.01116,True
03,original-v3-2.82,2552,15982520565149,15982521366501,100000000,8.01352,True
03,original-v3-2.82,2553,15982526531761,15982527332581,100000000,8.0082,True
03,original-v3-2.82,2554,15982532482081,15982533283173,100000000,8.01092,True
03,original-v3-2.82,2555,15982538412869,15982539214745,100000000,8.01876,True
03,original-v3-2.82,2556,15982544351293,15982545152645,100000000,8.01352,True
03,original-v3-2.82,2557,15982550291673,15982551092141,100000000,8.00468,True
03,original-v3-2.82,2558,15982556216121,15982557017533,100000000,8.01412,True
03,original-v3-2.82,2559,15982562163009,15982562964429,100000000,8.0142,True
03,original-v3-2.82,2560,15982568108845,15982568909857,100000000,8.01012,True
03,original-v3-2.82,2561,15982574050529,15982574852541,100000000,8.02012,True
03,original-v3-2.82,2562,15982580000765,15982580801041,100000000,8.00276,True
03,original-v3-2.82,2563,15982585958061,15982586759097,100000000,8.01036,True
03,original-v3-2.82,2564,15982591889033,15982592690773,100000000,8.0174,True
03,original-v3-2.82,2565,15982597840361,15982598641373,100000000,8.01012,True
03,original-v3-2.82,2566,15982603812949,15982604614285,100000000,8.01336,True
03,original-v3-2.82,2567,15982609773817,15982610575153,100000000,8.01336,True
03,original-v3-2.82,2568,15982615702125,15982616504129,100000000,8.02004,True
03,original-v3-2.82,2569,15982621671081,15982622472389,100000000,8.01308,True
03,original-v3-2.82,2570,15982627597245,15982628398981,100000000,8.01736,True
03,original-v3-2.82,2571,15982633576445,15982634377805,100000000,8.0136,True
03,original-v3-2.82,2572,15982639504397,15982640305541,100000000,8.01144,True
03,original-v3-2.82,2573,15982645426729,15982646228181,100000000,8.01452,True
03,original-v3-2.82,2574,15982651366069,15982652167685,100000000,8.01616,True
03,original-v3-2.82,2575,15982657289521,15982658091481,100000000,8.0196,True
03,original-v3-2.82,2576,15982663258693,15982664059809,100000000,8.01116,True
03,original-v3-2.82,2577,15982669221997,15982670023345,100000000,8.01348,True
03,original-v3-2.82,2578,15982675154517,15982675955765,100000000,8.01248,True
03,original-v3-2.82,2579,15982681084821,15982681886881,100000000,8.0206,True
03,original-v3-2.82,2580,15982687060953,15982687861689,100000000,8.00736,True
03,original-v3-2.82,2581,15982693017985,15982693819749,100000000,8.01764,True
03,original-v3-2.82,2582,15982698963457,15982699764273,100000000,8.00816,True
03,original-v3-2.82,2583,15982704939153,15982705740981,100000000,8.01828,True
03,original-v3-2.82,2584,15982710912605,15982711714029,100000000,8.01424,True
03,original-v3-2.82,2585,15982716848757,15982717650221,100000000,8.01464,True
03,original-v3-2.82,2586,15982722776469,15982723578177,100000000,8.01708,True
03,original-v3-2.82,2587,15982728706125,15982729506797,100000000,8.00672,True
03,original-v3-2.82,2588,15982734650173,15982735451241,100000000,8.01068,True
03,original-v3-2.82,2589,15982740602701,15982741403921,100000000,8.0122,True
03,original-v3-2.82,2590,15982746559789,15982747361349,100000000,8.0156,True
03,original-v3-2.82,2591,15982752489809,15982753290989,100000000,8.0118,True
03,original-v3-2.82,2592,15982758441837,15982759243109,100000000,8.01272,True
03,original-v3-2.82,2593,15982764388141,15982765189045,100000000,8.00904,True
03,original-v3-2.82,2594,15982770321433,15982771122581,100000000,8.01148,True
03,original-v3-2.82,2595,15982776262097,15982777062645,100000000,8.00548,True
03,original-v3-2.82,2596,15982782209005,15982783010713,100000000,8.01708,True
03,original-v3-2.82,2597,15982788127177,15982788928077,100000000,8.009,True
03,original-v3-2.82,2598,15982794080925,15982794882453,100000000,8.01528,True
03,original-v3-2.82,2599,15982800030037,15982800831257,100000000,8.0122,True
03,original-v3-2.82,2600,15982805970901,15982806771693,100000000,8.00792,True
03,original-v3-2.82,2601,15982811902813,15982812704597,100000000,8.01784,True
03,original-v3-2.82,2602,15982817835097,15982818636661,100000000,8.01564,True
03,original-v3-2.82,2603,15982823755445,15982824556265,100000000,8.0082,True
03,original-v3-2.82,2604,15982829670441,15982830471973,100000000,8.01532,True
03,original-v3-2.82,2605,15982835589513,15982836390597,100000000,8.01084,True
03,original-v3-2.82,2606,15982841537017,15982842337561,100000000,8.00544,True
03,original-v3-2.82,2607,15982847486309,15982848287341,100000000,8.01032,True
03,original-v3-2.82,2608,15982853421761,15982854222865,100000000,8.01104,True
03,original-v3-2.82,2609,15982859362169,15982860163225,100000000,8.01056,True
03,original-v3-2.82,2610,15982865328293,15982866129493,100000000,8.012,True
03,original-v3-2.82,2611,15982871263441,15982872064565,100000000,8.01124,True
03,original-v3-2.82,2612,15982877201897,15982878002829,100000000,8.00932,True
03,original-v3-2.82,2613,15982883154665,15982883955541,100000000,8.00876,True
03,original-v3-2.82,2614,15982889136661,15982889937313,100000000,8.00652,True
03,original-v3-2.82,2615,15982895095325,15982895895425,100000000,8.001,True
03,original-v3-2.82,2616,15982901055369,15982901856397,100000000,8.01028,True
03,original-v3-2.82,2617,15982906981949,15982907783081,100000000,8.01132,True
03,original-v3-2.82,2618,15982912931713,15982913732877,100000000,8.01164,True
03,original-v3-2.82,2619,15982918879357,15982919680957,100000000,8.016,True
03,original-v3-2.82,2620,15982924853741,15982925655001,100000000,8.0126,True
03,original-v3-2.82,2621,15982930829741,15982931631653,100000000,8.01912,True
03,original-v3-2.82,2622,15982936771905,15982937572793,100000000,8.00888,True
03,original-v3-2.82,2623,15982942695461,15982943496877,100000000,8.01416,True
03,original-v3-2.82,2624,15982948637553,15982949438673,100000000,8.0112,True
03,original-v3-2.82,2625,15982954595917,15982955397421,100000000,8.01504,True
03,original-v3-2.82,2626,15982960569629,15982961370561,100000000,8.00932,True
03,original-v3-2.82,2627,15982966494681,15982967296309,100000000,8.01628,True
03,original-v3-2.82,2628,15982972446513,15982973248573,100000000,8.0206,True
03,original-v3-2.82,2629,15982978415265,15982979217041,100000000,8.01776,True
03,original-v3-2.82,2630,15982984362721,15982985165169,100000000,8.02448,True
03,original-v3-2.82,2631,15982990385265,15982991186565,100000000,8.013,True
03,original-v3-2.82,2632,15982996353437,15982997154225,100000000,8.00788,True
03,original-v3-2.82,2633,15983002298285,15983003099713,100000000,8.01428,True
03,original-v3-2.82,2634,15983008252297,15983009053781,100000000,8.01484,True
03,original-v3-2.82,2635,15983014192229,15983014993917,100000000,8.01688,True
03,original-v3-2.82,2636,15983020158533,15983020960005,100000000,8.01472,True
03,original-v3-2.82,2637,15983026085445,15983026886525,100000000,8.0108,True
03,original-v3-2.82,2638,15983032086217,15983032887845,100000000,8.01628,True
03,original-v3-2.82,2639,15983038044789,15983038846493,100000000,8.01704,True
03,original-v3-2.82,2640,15983044005337,15983044807293,100000000,8.01956,True
03,original-v3-2.82,2641,15983049931489,15983050732501,100000000,8.01012,True
03,original-v3-2.82,2642,15983055865281,15983056666909,100000000,8.01628,True
03,original-v3-2.82,2643,15983061796437,15983062598137,100000000,8.017,True
03,original-v3-2.82,2644,15983067776181,15983068577797,100000000,8.01616,True
03,original-v3-2.82,2645,15983073715977,15983074517253,100000000,8.01276,True
03,original-v3-2.82,2646,15983079663977,15983080465537,100000000,8.0156,True
03,original-v3-2.82,2647,15983085628881,15983086430361,100000000,8.0148,True
03,original-v3-2.82,2648,15983091623445,15983092424169,100000000,8.00724,True
03,original-v3-2.82,2649,15983097563929,15983098364769,100000000,8.0084,True
03,original-v3-2.82,2650,15983103511633,15983104313161,100000000,8.01528,True
03,original-v3-2.82,2651,15983109451469,15983110252677,100000000,8.01208,True
03,original-v3-2.82,2652,15983115408133,15983116209061,100000000,8.00928,True
03,original-v3-2.82,2653,15983121363165,15983122164913,100000000,8.01748,True
03,original-v3-2.82,2654,15983127290221,15983128091881,100000000,8.0166,True
03,original-v3-2.82,2655,15983133235409,15983134036669,100000000,8.0126,True
03,original-v3-2.82,2656,15983139165721,15983139966441,100000000,8.0072,True
03,original-v3-2.82,2657,15983145100665,15983145902305,100000000,8.0164,True
04,installed-2.84,23375,16104049542653,16104050128341,100000000,5.85688,True
04,installed-2.84,23376,16104054640961,16104055222129,100000000,5.81168,True
04,installed-2.84,23377,16104059709297,16104060291933,100000000,5.82636,True
04,installed-2.84,23378,16104064783129,16104065367689,100000000,5.8456,True
04,installed-2.84,23379,16104069864397,16104070447113,100000000,5.82716,True
04,installed-2.84,23380,16104074948933,16104075532181,100000000,5.83248,True
04,installed-2.84,23381,16104080021713,16104080603221,100000000,5.81508,True
04,installed-2.84,23382,16104085109917,16104085691793,100000000,5.81876,True
04,installed-2.84,23383,16104090205625,16104090789657,100000000,5.84032,True
04,installed-2.84,23384,16104095336917,16104095918573,100000000,5.81656,True
04,installed-2.84,23385,16104100443121,16104101026405,100000000,5.83284,True
04,installed-2.84,23386,16104105518593,16104106103049,100000000,5.84456,True
04,installed-2.84,23387,16104110619117,16104111202241,100000000,5.83124,True
04,installed-2.84,23388,16104115723137,16104116307465,100000000,5.84328,True
04,installed-2.84,23389,16104120805653,16104121387953,100000000,5.823,True
04,installed-2.84,23390,16104125906085,16104126488701,100000000,5.82616,True
04,installed-2.84,23391,16104131024433,16104131608121,100000000,5.83688,True
04,installed-2.84,23392,16104136128657,16104136711749,100000000,5.83092,True
04,installed-2.84,23393,16104141217381,16104141800413,100000000,5.83032,True
04,installed-2.84,23394,16104146312849,16104146895233,100000000,5.82384,True
04,installed-2.84,23395,16104151420273,16104152002669,100000000,5.82396,True
04,installed-2.84,23396,16104156540413,16104157122705,100000000,5.82292,True
04,installed-2.84,23397,16104161631009,16104162214209,100000000,5.832,True
04,installed-2.84,23398,16104166714565,16104167297569,100000000,5.83004,True
04,installed-2.84,23399,16104171819613,16104172403869,100000000,5.84256,True
04,installed-2.84,23400,16104176917345,16104177500749,100000000,5.83404,True
04,installed-2.84,23401,16104182003233,16104182585493,100000000,5.8226,True
04,installed-2.84,23402,16104187086301,16104187668841,100000000,5.8254,True
04,installed-2.84,23403,16104192166673,16104192750653,100000000,5.8398,True
04,installed-2.84,23404,16104197265785,16104197849325,100000000,5.8354,True
04,installed-2.84,23405,16104202358953,16104202942865,100000000,5.83912,True
04,installed-2.84,23406,16104207480197,16104208062153,100000000,5.81956,True
04,installed-2.84,23407,16104212564765,16104213147721,100000000,5.82956,True
04,installed-2.84,23408,16104217665793,16104218250413,100000000,5.8462,True
04,installed-2.84,23409,16104222781517,16104223364641,100000000,5.83124,True
04,installed-2.84,23410,16104227892409,16104228474853,100000000,5.82444,True
04,installed-2.84,23411,16104232976701,16104233558829,100000000,5.82128,True
04,installed-2.84,23412,16104238106197,16104238687689,100000000,5.81492,True
04,installed-2.84,23413,16104243214169,16104243796561,100000000,5.82392,True
04,installed-2.84,23414,16104248303737,16104248890597,100000000,5.8686,True
04,installed-2.84,23415,16104253433085,16104254017997,100000000,5.84912,True
04,installed-2.84,23416,16104258551297,16104259133725,100000000,5.82428,True
04,installed-2.84,23417,16104263653181,16104264235945,100000000,5.82764,True
04,installed-2.84,23418,16104268762845,16104269345829,100000000,5.82984,True
04,installed-2.84,23419,16104273858957,16104274443165,100000000,5.84208,True
04,installed-2.84,23420,16104278960193,16104279544145,100000000,5.83952,True
04,installed-2.84,23421,16104284075285,16104284657621,100000000,5.82336,True
04,installed-2.84,23422,16104289165981,16104289749017,100000000,5.83036,True
04,installed-2.84,23423,16104294265325,16104294846889,100000000,5.81564,True
04,installed-2.84,23424,16104299366225,16104299949501,100000000,5.83276,True
04,installed-2.84,23425,16104304461665,16104305044457,100000000,5.82792,True
04,installed-2.84,23426,16104309554745,16104310137185,100000000,5.8244,True
04,installed-2.84,23427,16104314654677,16104315237113,100000000,5.82436,True
04,installed-2.84,23428,16104319759009,16104320340709,100000000,5.817,True
04,installed-2.84,23429,16104324887997,16104325470757,100000000,5.8276,True
04,installed-2.84,23430,16104330016713,16104330598845,100000000,5.82132,True
04,installed-2.84,23431,16104335136541,16104335719157,100000000,5.82616,True
04,installed-2.84,23432,16104340221193,16104340802537,100000000,5.81344,True
04,installed-2.84,23433,16104345313657,16104345896549,100000000,5.82892,True
04,installed-2.84,23434,16104350406489,16104350989997,100000000,5.83508,True
04,installed-2.84,23435,16104355509681,16104356093537,100000000,5.83856,True
04,installed-2.84,23436,16104360615053,16104361197873,100000000,5.8282,True
04,installed-2.84,23437,16104365712097,16104366294653,100000000,5.82556,True
04,installed-2.84,23438,16104370805113,16104371386317,100000000,5.81204,True
04,installed-2.84,23439,16104375945493,16104376527577,100000000,5.82084,True
04,installed-2.84,23440,16104381032129,16104381614465,100000000,5.82336,True
04,installed-2.84,23441,16104386141941,16104386727101,100000000,5.8516,True
04,installed-2.84,23442,16104391238473,16104391821617,100000000,5.83144,True
04,installed-2.84,23443,16104396360465,16104396942149,100000000,5.81684,True
04,installed-2.84,23444,16104401512977,16104402095093,100000000,5.82116,True
04,installed-2.84,23445,16104406605397,16104407187461,100000000,5.82064,True
04,installed-2.84,23446,16104411727989,16104412310853,100000000,5.82864,True
04,installed-2.84,23447,16104416850281,16104417435029,100000000,5.84748,True
04,installed-2.84,23448,16104421949181,16104422533217,100000000,5.84036,True
04,installed-2.84,23449,16104427096577,16104427677897,100000000,5.8132,True
04,installed-2.84,23450,16104432205737,16104432787805,100000000,5.82068,True
04,installed-2.84,23451,16104437296081,16104437880273,100000000,5.84192,True
04,installed-2.84,23452,16104442396989,16104442979233,100000000,5.82244,True
04,installed-2.84,23453,16104447554389,16104448137889,100000000,5.835,True
04,installed-2.84,23454,16104452677177,16104453259881,100000000,5.82704,True
04,installed-2.84,23455,16104457784005,16104458366485,100000000,5.8248,True
04,installed-2.84,23456,16104462872905,16104463456977,100000000,5.84072,True
04,installed-2.84,23457,16104468002217,16104468584645,100000000,5.82428,True
04,installed-2.84,23458,16104473091525,16104473672645,100000000,5.8112,True
04,installed-2.84,23459,16104478192077,16104478775109,100000000,5.83032,True
04,installed-2.84,23460,16104483354773,16104483937481,100000000,5.82708,True
04,installed-2.84,23461,16104488458505,16104489043589,100000000,5.85084,True
04,installed-2.84,23462,16104493575069,16104494159021,100000000,5.83952,True
04,installed-2.84,23463,16104498702265,16104499286109,100000000,5.83844,True
04,installed-2.84,23464,16104503786529,16104504368773,100000000,5.82244,True
04,installed-2.84,23465,16104508867405,16104509451585,100000000,5.8418,True
04,installed-2.84,23466,16104513968225,16104514551597,100000000,5.83372,True
04,installed-2.84,23467,16104519098921,16104519680629,100000000,5.81708,True
04,installed-2.84,23468,16104524245049,16104524828461,100000000,5.83412,True
04,installed-2.84,23469,16104529349717,16104529931753,100000000,5.82036,True
04,installed-2.84,23470,16104534429209,16104535013197,100000000,5.83988,True
04,installed-2.84,23471,16104539513737,16104540096905,100000000,5.83168,True
04,installed-2.84,23472,16104544608905,16104545191145,100000000,5.8224,True
04,installed-2.84,23473,16104549711665,16104550294865,100000000,5.832,True
04,installed-2.84,23474,16104554804081,16104555386137,100000000,5.82056,True
04,installed-2.84,23475,16104559904277,16104560486873,100000000,5.82596,True
04,installed-2.84,23476,16104564994189,16104565576305,100000000,5.82116,True
04,installed-2.84,23477,16104570104625,16104570686569,100000000,5.81944,True
04,installed-2.84,23478,16104575182149,16104575765105,100000000,5.82956,True
04,installed-2.84,23479,16104580295081,16104580877841,100000000,5.8276,True
04,installed-2.84,23480,16104585394277,16104585976053,100000000,5.81776,True
04,installed-2.84,23481,16104590499081,16104591080245,100000000,5.81164,True
04,installed-2.84,23482,16104595594073,16104596177505,100000000,5.83432,True
04,installed-2.84,23483,16104600689609,16104601271421,100000000,5.81812,True
04,installed-2.84,23484,16104605791093,16104606373265,100000000,5.82172,True
04,installed-2.84,23485,16104610895081,16104611476933,100000000,5.81852,True
04,installed-2.84,23486,16104615978789,16104616561361,100000000,5.82572,True
04,installed-2.84,23487,16104621070817,16104621654225,100000000,5.83408,True
04,installed-2.84,23488,16104626178441,16104626761101,100000000,5.8266,True
04,installed-2.84,23489,16104631270257,16104631852125,100000000,5.81868,True
04,installed-2.84,23490,16104636413253,16104636996473,100000000,5.8322,True
04,installed-2.84,23491,16104641504349,16104642087677,100000000,5.83328,True
04,installed-2.84,23492,16104646593473,16104647175369,100000000,5.81896,True
04,installed-2.84,23493,16104651710929,16104652293049,100000000,5.8212,True
04,installed-2.84,23494,16104656816733,16104657398293,100000000,5.8156,True
04,installed-2.84,23495,16104661901289,16104662483837,100000000,5.82548,True
04,installed-2.84,23496,16104666978725,16104667563021,100000000,5.84296,True
04,installed-2.84,23497,16104672069397,16104672652893,100000000,5.83496,True
04,installed-2.84,23498,16104677155925,16104677737965,100000000,5.8204,True
04,installed-2.84,23499,16104682245021,16104682826621,100000000,5.816,True
04,installed-2.84,23500,16104687388725,16104687971993,100000000,5.83268,True
04,installed-2.84,23501,16104692520013,16104693101693,100000000,5.8168,True
04,installed-2.84,23502,16104697684761,16104698268861,100000000,5.841,True
04,installed-2.84,23503,16104702790745,16104703372293,100000000,5.81548,True
04,installed-2.84,23504,16104707889201,16104708472153,100000000,5.82952,True
04,installed-2.84,23505,16104712987613,16104713571489,100000000,5.83876,True
04,installed-2.84,23506,16104718076445,16104718659205,100000000,5.8276,True
04,installed-2.84,23507,16104723160789,16104723744853,100000000,5.84064,True
04,installed-2.84,23508,16104728248977,16104728831153,100000000,5.82176,True
04,installed-2.84,23509,16104733335585,16104733917689,100000000,5.82104,True
04,installed-2.84,23510,16104738437329,16104739019349,100000000,5.8202,True
04,installed-2.84,23511,16104743530293,16104744111961,100000000,5.81668,True
04,installed-2.84,23512,16104748626765,16104749209861,100000000,5.83096,True
04,installed-2.84,23513,16104753727581,16104754311813,100000000,5.84232,True
04,installed-2.84,23514,16104758858217,16104759440665,100000000,5.82448,True
04,installed-2.84,23515,16104763948729,16104764531309,100000000,5.8258,True
04,installed-2.84,23516,16104769038745,16104769623205,100000000,5.8446,True
04,installed-2.84,23517,16104774147189,16104774729713,100000000,5.82524,True
04,installed-2.84,23518,16104779234057,16104779816825,100000000,5.82768,True
04,installed-2.84,23519,16104784364777,16104784947285,100000000,5.82508,True
04,installed-2.84,23520,16104789467741,16104790050213,100000000,5.82472,True
04,installed-2.84,23521,16104794641485,16104795224829,100000000,5.83344,True
04,installed-2.84,23522,16104799855329,16104800438385,100000000,5.83056,True
04,installed-2.84,23523,16104805015257,16104805597041,100000000,5.81784,True
04,installed-2.84,23524,16104810105813,16104810688989,100000000,5.83176,True
04,installed-2.84,23525,16104815179389,16104815761913,100000000,5.82524,True
04,installed-2.84,23526,16104820251525,16104820832721,100000000,5.81196,True
04,installed-2.84,23527,16104825331081,16104825914957,100000000,5.83876,True
04,installed-2.84,23528,16104830402897,16104830983745,100000000,5.80848,True
04,installed-2.84,23529,16104835525189,16104836107141,100000000,5.81952,True
04,installed-2.84,23530,16104840605617,16104841187609,100000000,5.81992,True
04,installed-2.84,23531,16104845673989,16104846258397,100000000,5.84408,True
04,installed-2.84,23532,16104850749121,16104851330377,100000000,5.81256,True
04,installed-2.84,23533,16104855847553,16104856431201,100000000,5.83648,True
04,installed-2.84,23534,16104861006057,16104861587565,100000000,5.81508,True
04,installed-2.84,23535,16104866090789,16104866675529,100000000,5.8474,True
04,installed-2.84,23536,16104871161937,16104871744457,100000000,5.8252,True
04,installed-2.84,23537,16104876232233,16104876814005,100000000,5.81772,True
04,installed-2.84,23538,16104881310841,16104881895317,100000000,5.84476,True
04,installed-2.84,23539,16104886392385,16104886974541,100000000,5.82156,True
04,installed-2.84,23540,16104891476217,16104892057461,100000000,5.81244,True
04,installed-2.84,23541,16104896544797,16104897126477,100000000,5.8168,True
04,installed-2.84,23542,16104901628881,16104902211709,100000000,5.82828,True
04,installed-2.84,23543,16104906712249,16104907293873,100000000,5.81624,True
04,installed-2.84,23544,16104911789565,16104912370901,100000000,5.81336,True
04,installed-2.84,23545,16104916924301,16104917506269,100000000,5.81968,True
04,installed-2.84,23546,16104922009305,16104922592317,100000000,5.83012,True
04,installed-2.84,23547,16104927111181,16104927694693,100000000,5.83512,True
04,installed-2.84,23548,16104932204221,16104932786997,100000000,5.82776,True
04,installed-2.84,23549,16104937383477,16104937965841,100000000,5.82364,True
04,installed-2.84,23550,16104942446897,16104943029941,100000000,5.83044,True
04,installed-2.84,23551,16104947543001,16104948124289,100000000,5.81288,True
04,installed-2.84,23552,16104952635765,16104953217081,100000000,5.81316,True
04,installed-2.84,23553,16104957742501,16104958324617,100000000,5.82116,True
04,installed-2.84,23554,16104962846245,16104963427509,100000000,5.81264,True
04,installed-2.84,23555,16104968010069,16104968592493,100000000,5.82424,True
04,installed-2.84,23556,16104973095189,16104973677569,100000000,5.8238,True
04,installed-2.84,23557,16104978190025,16104978772049,100000000,5.82024,True
04,installed-2.84,23558,16104983272969,16104983854645,100000000,5.81676,True
04,installed-2.84,23559,16104988536333,16104989119081,100000000,5.82748,True
04,installed-2.84,23560,16104993604205,16104994187409,100000000,5.83204,True
04,installed-2.84,23561,16104998704765,16104999289505,100000000,5.8474,True
04,installed-2.84,23562,16105003791641,16105004374117,100000000,5.82476,True
04,installed-2.84,23563,16105008889009,16105009472877,100000000,5.83868,True
04,installed-2.84,23564,16105013992841,16105014576493,100000000,5.83652,True
04,installed-2.84,23565,16105019091985,16105019673505,100000000,5.8152,True
04,installed-2.84,23566,16105024224433,16105024806069,100000000,5.81636,True
04,installed-2.84,23567,16105029314805,16105029895733,100000000,5.80928,True
04,installed-2.84,23568,16105034424393,16105035006729,100000000,5.82336,True
