run,variant,resolution,frame,gpu_ms
measure-1080p-r2-p3-fsr411,fsr411,1080p,320,7.081240000
measure-1080p-r2-p3-fsr411,fsr411,1080p,321,7.073600000
measure-1080p-r2-p3-fsr411,fsr411,1080p,322,7.123560000
measure-1080p-r2-p3-fsr411,fsr411,1080p,323,7.107440000
measure-1080p-r2-p3-fsr411,fsr411,1080p,324,7.103760000
measure-1080p-r2-p3-fsr411,fsr411,1080p,325,7.106800000
measure-1080p-r2-p3-fsr411,fsr411,1080p,326,7.099920000
measure-1080p-r2-p3-fsr411,fsr411,1080p,327,7.124200000
measure-1080p-r2-p3-fsr411,fsr411,1080p,328,7.132880000
measure-1080p-r2-p3-fsr411,fsr411,1080p,329,7.113920000
measure-1080p-r2-p3-fsr411,fsr411,1080p,330,7.114760000
measure-1080p-r2-p3-fsr411,fsr411,1080p,331,7.115320000
measure-1080p-r2-p3-fsr411,fsr411,1080p,332,7.107080000
measure-1080p-r2-p3-fsr411,fsr411,1080p,333,7.140960000
measure-1080p-r2-p3-fsr411,fsr411,1080p,334,6.661760000
measure-1080p-r2-p3-fsr411,fsr411,1080p,335,6.770160000
measure-1080p-r2-p3-fsr411,fsr411,1080p,336,6.854840000
measure-1080p-r2-p3-fsr411,fsr411,1080p,337,6.689560000
measure-1080p-r2-p3-fsr411,fsr411,1080p,338,7.122200000
measure-1080p-r2-p3-fsr411,fsr411,1080p,339,7.113880000
measure-1080p-r2-p3-fsr411,fsr411,1080p,340,7.132160000
measure-1080p-r2-p3-fsr411,fsr411,1080p,341,7.126960000
measure-1080p-r2-p3-fsr411,fsr411,1080p,342,7.124080000
measure-1080p-r2-p3-fsr411,fsr411,1080p,343,7.123600000
measure-1080p-r2-p3-fsr411,fsr411,1080p,344,7.108520000
measure-1080p-r2-p3-fsr411,fsr411,1080p,345,7.114240000
measure-1080p-r2-p3-fsr411,fsr411,1080p,346,7.103800000
measure-1080p-r2-p3-fsr411,fsr411,1080p,347,7.108080000
measure-1080p-r2-p3-fsr411,fsr411,1080p,348,7.094600000
measure-1080p-r2-p3-fsr411,fsr411,1080p,349,7.115440000
measure-1080p-r2-p3-fsr411,fsr411,1080p,350,7.112160000
measure-1080p-r2-p3-fsr411,fsr411,1080p,351,7.114880000
measure-1080p-r2-p3-fsr411,fsr411,1080p,352,7.086160000
measure-1080p-r2-p3-fsr411,fsr411,1080p,353,7.060800000
measure-1080p-r2-p3-fsr411,fsr411,1080p,354,7.081360000
measure-1080p-r2-p3-fsr411,fsr411,1080p,355,7.098840000
measure-1080p-r2-p3-fsr411,fsr411,1080p,356,7.126680000
measure-1080p-r2-p3-fsr411,fsr411,1080p,357,7.099680000
measure-1080p-r2-p3-fsr411,fsr411,1080p,358,7.098080000
measure-1080p-r2-p3-fsr411,fsr411,1080p,359,7.087760000
measure-1080p-r2-p3-fsr411,fsr411,1080p,360,7.130520000
measure-1080p-r2-p3-fsr411,fsr411,1080p,361,7.128800000
measure-1080p-r2-p3-fsr411,fsr411,1080p,362,7.133920000
measure-1080p-r2-p3-fsr411,fsr411,1080p,363,7.112160000
measure-1080p-r2-p3-fsr411,fsr411,1080p,364,7.123680000
measure-1080p-r2-p3-fsr411,fsr411,1080p,365,7.129080000
measure-1080p-r2-p3-fsr411,fsr411,1080p,366,7.111440000
measure-1080p-r2-p3-fsr411,fsr411,1080p,367,7.118400000
measure-1080p-r2-p3-fsr411,fsr411,1080p,368,7.111080000
measure-1080p-r2-p3-fsr411,fsr411,1080p,369,7.109160000
measure-1080p-r2-p3-fsr411,fsr411,1080p,370,7.132240000
measure-1080p-r2-p3-fsr411,fsr411,1080p,371,7.142320000
measure-1080p-r2-p3-fsr411,fsr411,1080p,372,6.660320000
measure-1080p-r2-p3-fsr411,fsr411,1080p,373,6.653320000
measure-1080p-r2-p3-fsr411,fsr411,1080p,374,7.123680000
measure-1080p-r2-p3-fsr411,fsr411,1080p,375,7.118720000
measure-1080p-r2-p3-fsr411,fsr411,1080p,376,7.105560000
measure-1080p-r2-p3-fsr411,fsr411,1080p,377,7.108400000
measure-1080p-r2-p3-fsr411,fsr411,1080p,378,7.070280000
measure-1080p-r2-p3-fsr411,fsr411,1080p,379,7.115120000
measure-1080p-r2-p3-fsr411,fsr411,1080p,380,7.133160000
measure-1080p-r2-p3-fsr411,fsr411,1080p,381,7.165240000
measure-1080p-r2-p3-fsr411,fsr411,1080p,382,7.078920000
measure-1080p-r2-p3-fsr411,fsr411,1080p,383,7.105040000
measure-1080p-r2-p3-fsr411,fsr411,1080p,384,7.096120000
measure-1080p-r2-p3-fsr411,fsr411,1080p,385,7.101000000
measure-1080p-r2-p3-fsr411,fsr411,1080p,386,7.130880000
measure-1080p-r2-p3-fsr411,fsr411,1080p,387,7.105520000
measure-1080p-r2-p3-fsr411,fsr411,1080p,388,7.149840000
measure-1080p-r2-p3-fsr411,fsr411,1080p,389,7.129840000
measure-1080p-r2-p3-fsr411,fsr411,1080p,390,6.658240000
measure-1080p-r2-p3-fsr411,fsr411,1080p,391,6.724480000
measure-1080p-r2-p3-fsr411,fsr411,1080p,392,7.125600000
measure-1080p-r2-p3-fsr411,fsr411,1080p,393,7.133080000
measure-1080p-r2-p3-fsr411,fsr411,1080p,394,7.120560000
measure-1080p-r2-p3-fsr411,fsr411,1080p,395,7.098320000
measure-1080p-r2-p3-fsr411,fsr411,1080p,396,7.060880000
measure-1080p-r2-p3-fsr411,fsr411,1080p,397,7.079720000
measure-1080p-r2-p3-fsr411,fsr411,1080p,398,7.050560000
measure-1080p-r2-p3-fsr411,fsr411,1080p,399,7.116000000
measure-1080p-r2-p3-fsr411,fsr411,1080p,400,7.134400000
measure-1080p-r2-p3-fsr411,fsr411,1080p,401,7.119280000
measure-1080p-r2-p3-fsr411,fsr411,1080p,402,7.123280000
measure-1080p-r2-p3-fsr411,fsr411,1080p,403,7.104480000
measure-1080p-r2-p3-fsr411,fsr411,1080p,404,7.115960000
measure-1080p-r2-p3-fsr411,fsr411,1080p,405,7.139600000
measure-1080p-r2-p3-fsr411,fsr411,1080p,406,6.663760000
measure-1080p-r2-p3-fsr411,fsr411,1080p,407,6.656400000
measure-1080p-r2-p3-fsr411,fsr411,1080p,408,7.080680000
measure-1080p-r2-p3-fsr411,fsr411,1080p,409,7.120040000
measure-1080p-r2-p3-fsr411,fsr411,1080p,410,7.124720000
measure-1080p-r2-p3-fsr411,fsr411,1080p,411,7.114160000
measure-1080p-r2-p3-fsr411,fsr411,1080p,412,7.106120000
measure-1080p-r2-p3-fsr411,fsr411,1080p,413,7.113120000
measure-1080p-r2-p3-fsr411,fsr411,1080p,414,7.120640000
measure-1080p-r2-p3-fsr411,fsr411,1080p,415,7.108200000
measure-1080p-r2-p3-fsr411,fsr411,1080p,416,7.089360000
measure-1080p-r2-p3-fsr411,fsr411,1080p,417,7.093920000
measure-1080p-r2-p3-fsr411,fsr411,1080p,418,7.093360000
measure-1080p-r2-p3-fsr411,fsr411,1080p,419,7.130560000
measure-1080p-r2-p3-fsr411,fsr411,1080p,420,7.108600000
measure-1080p-r2-p3-fsr411,fsr411,1080p,421,7.117560000
measure-1080p-r2-p3-fsr411,fsr411,1080p,422,7.151760000
measure-1080p-r2-p3-fsr411,fsr411,1080p,423,7.134320000
measure-1080p-r2-p3-fsr411,fsr411,1080p,424,6.664360000
measure-1080p-r2-p3-fsr411,fsr411,1080p,425,6.745360000
measure-1080p-r2-p3-fsr411,fsr411,1080p,426,7.131960000
measure-1080p-r2-p3-fsr411,fsr411,1080p,427,7.126920000
measure-1080p-r2-p3-fsr411,fsr411,1080p,428,7.116760000
measure-1080p-r2-p3-fsr411,fsr411,1080p,429,7.104600000
measure-1080p-r2-p3-fsr411,fsr411,1080p,430,7.074360000
measure-1080p-r2-p3-fsr411,fsr411,1080p,431,7.101080000
measure-1080p-r2-p3-fsr411,fsr411,1080p,432,7.097600000
measure-1080p-r2-p3-fsr411,fsr411,1080p,433,7.075320000
measure-1080p-r2-p3-fsr411,fsr411,1080p,434,7.089800000
measure-1080p-r2-p3-fsr411,fsr411,1080p,435,7.092120000
measure-1080p-r2-p3-fsr411,fsr411,1080p,436,7.109800000
measure-1080p-r2-p3-fsr411,fsr411,1080p,437,7.120200000
measure-1080p-r2-p3-fsr411,fsr411,1080p,438,7.134000000
measure-1080p-r2-p3-fsr411,fsr411,1080p,439,6.658920000
measure-1080p-r2-p3-fsr411,fsr411,1080p,440,6.657800000
measure-1080p-r2-p3-fsr411,fsr411,1080p,441,7.038080000
measure-1080p-r2-p3-fsr411,fsr411,1080p,442,7.130360000
measure-1080p-r2-p3-fsr411,fsr411,1080p,443,7.100680000
measure-1080p-r2-p3-fsr411,fsr411,1080p,444,7.107840000
measure-1080p-r2-p3-fsr411,fsr411,1080p,445,7.119040000
measure-1080p-r2-p3-fsr411,fsr411,1080p,446,7.130520000
measure-1080p-r2-p3-fsr411,fsr411,1080p,447,7.074280000
measure-1080p-r2-p3-fsr411,fsr411,1080p,448,7.115600000
measure-1080p-r2-p3-fsr411,fsr411,1080p,449,7.125200000
measure-1080p-r2-p3-fsr411,fsr411,1080p,450,7.120000000
measure-1080p-r2-p3-fsr411,fsr411,1080p,451,7.107920000
measure-1080p-r2-p3-fsr411,fsr411,1080p,452,7.114080000
measure-1080p-r2-p3-fsr411,fsr411,1080p,453,7.137560000
measure-1080p-r2-p3-fsr411,fsr411,1080p,454,7.133640000
measure-1080p-r2-p3-fsr411,fsr411,1080p,455,6.659600000
measure-1080p-r2-p3-fsr411,fsr411,1080p,456,6.662720000
measure-1080p-r2-p3-fsr411,fsr411,1080p,457,7.124680000
measure-1080p-r2-p3-fsr411,fsr411,1080p,458,7.121360000
measure-1080p-r2-p3-fsr411,fsr411,1080p,459,7.108560000
measure-1080p-r2-p3-fsr411,fsr411,1080p,460,7.111280000
measure-1080p-r2-p3-fsr411,fsr411,1080p,461,7.088280000
measure-1080p-r2-p3-fsr411,fsr411,1080p,462,7.126080000
measure-1080p-r2-p3-fsr411,fsr411,1080p,463,7.040160000
measure-1080p-r2-p3-fsr411,fsr411,1080p,464,7.096960000
measure-1080p-r2-p3-fsr411,fsr411,1080p,465,7.102880000
measure-1080p-r2-p3-fsr411,fsr411,1080p,466,7.096720000
measure-1080p-r2-p3-fsr411,fsr411,1080p,467,7.122480000
measure-1080p-r2-p3-fsr411,fsr411,1080p,468,7.116840000
measure-1080p-r2-p3-fsr411,fsr411,1080p,469,7.131640000
measure-1080p-r2-p3-fsr411,fsr411,1080p,470,7.146640000
measure-1080p-r2-p3-fsr411,fsr411,1080p,471,6.653880000
measure-1080p-r2-p3-fsr411,fsr411,1080p,472,6.651040000
measure-1080p-r2-p3-fsr411,fsr411,1080p,473,7.121440000
measure-1080p-r2-p3-fsr411,fsr411,1080p,474,7.122440000
measure-1080p-r2-p3-fsr411,fsr411,1080p,475,7.105720000
measure-1080p-r2-p3-fsr411,fsr411,1080p,476,7.099920000
measure-1080p-r2-p3-fsr411,fsr411,1080p,477,7.106600000
measure-1080p-r2-p3-fsr411,fsr411,1080p,478,7.118440000
measure-1080p-r2-p3-fsr411,fsr411,1080p,479,7.100600000
measure-1080p-r2-p3-fsr411,fsr411,1080p,480,7.086920000
measure-1080p-r2-p3-fsr411,fsr411,1080p,481,7.076240000
measure-1080p-r2-p3-fsr411,fsr411,1080p,482,7.120120000
measure-1080p-r2-p3-fsr411,fsr411,1080p,483,7.146760000
measure-1080p-r2-p3-fsr411,fsr411,1080p,484,7.107760000
measure-1080p-r2-p3-fsr411,fsr411,1080p,485,7.125560000
measure-1080p-r2-p3-fsr411,fsr411,1080p,486,7.105240000
measure-1080p-r2-p3-fsr411,fsr411,1080p,487,7.150160000
measure-1080p-r2-p3-fsr411,fsr411,1080p,488,7.138880000
measure-1080p-r2-p3-fsr411,fsr411,1080p,489,6.645200000
measure-1080p-r2-p3-fsr411,fsr411,1080p,490,6.864000000
measure-1080p-r2-p3-fsr411,fsr411,1080p,491,7.125800000
measure-1080p-r2-p3-fsr411,fsr411,1080p,492,7.125040000
measure-1080p-r2-p3-fsr411,fsr411,1080p,493,7.107520000
measure-1080p-r2-p3-fsr411,fsr411,1080p,494,7.092720000
measure-1080p-r2-p3-fsr411,fsr411,1080p,495,7.107520000
measure-1080p-r2-p3-fsr411,fsr411,1080p,496,7.099000000
measure-1080p-r2-p3-fsr411,fsr411,1080p,497,7.170560000
measure-1080p-r2-p3-fsr411,fsr411,1080p,498,7.103760000
measure-1080p-r2-p3-fsr411,fsr411,1080p,499,7.074760000
measure-1080p-r2-p3-fsr411,fsr411,1080p,500,7.129080000
measure-1080p-r2-p3-fsr411,fsr411,1080p,501,7.100640000
measure-1080p-r2-p3-fsr411,fsr411,1080p,502,7.127760000
measure-1080p-r2-p3-fsr411,fsr411,1080p,503,7.143480000
measure-1080p-r2-p3-fsr411,fsr411,1080p,504,6.656480000
measure-1080p-r2-p3-fsr411,fsr411,1080p,505,6.734320000
measure-1080p-r2-p3-fsr411,fsr411,1080p,506,7.139640000
measure-1080p-r2-p3-fsr411,fsr411,1080p,507,7.113000000
measure-1080p-r2-p3-fsr411,fsr411,1080p,508,7.101800000
measure-1080p-r2-p3-fsr411,fsr411,1080p,509,7.100560000
measure-1080p-r2-p3-fsr411,fsr411,1080p,510,7.111480000
measure-1080p-r2-p3-fsr411,fsr411,1080p,511,7.152360000
measure-1080p-r2-p3-fsr411,fsr411,1080p,512,7.111680000
measure-1080p-r2-p3-fsr411,fsr411,1080p,513,7.094400000
measure-1080p-r2-p3-fsr411,fsr411,1080p,514,7.091560000
measure-1080p-r2-p3-fsr411,fsr411,1080p,515,7.125480000
measure-1080p-r2-p3-fsr411,fsr411,1080p,516,7.116160000
measure-1080p-r2-p3-fsr411,fsr411,1080p,517,7.108080000
measure-1080p-r2-p3-fsr411,fsr411,1080p,518,7.145840000
measure-1080p-r2-p3-fsr411,fsr411,1080p,519,6.651960000
measure-1080p-r2-p3-fsr411,fsr411,1080p,520,6.654160000
measure-1080p-r2-p3-fsr411,fsr411,1080p,521,7.129360000
measure-1080p-r2-p3-fsr411,fsr411,1080p,522,7.126480000
measure-1080p-r2-p3-fsr411,fsr411,1080p,523,7.098520000
measure-1080p-r2-p3-fsr411,fsr411,1080p,524,7.094440000
measure-1080p-r2-p3-fsr411,fsr411,1080p,525,7.079480000
measure-1080p-r2-p3-fsr411,fsr411,1080p,526,7.082360000
measure-1080p-r2-p3-fsr411,fsr411,1080p,527,7.100600000
measure-1080p-r2-p3-fsr411,fsr411,1080p,528,7.091440000
measure-1080p-r2-p3-fsr411,fsr411,1080p,529,7.104800000
measure-1080p-r2-p3-fsr411,fsr411,1080p,530,7.133000000
measure-1080p-r2-p3-fsr411,fsr411,1080p,531,7.110960000
measure-1080p-r2-p3-fsr411,fsr411,1080p,532,7.130480000
measure-1080p-r2-p3-fsr411,fsr411,1080p,533,7.134520000
measure-1080p-r2-p3-fsr411,fsr411,1080p,534,6.653640000
measure-1080p-r2-p3-fsr411,fsr411,1080p,535,6.657080000
measure-1080p-r2-p3-fsr411,fsr411,1080p,536,7.144400000
measure-1080p-r2-p3-fsr411,fsr411,1080p,537,7.120200000
measure-1080p-r2-p3-fsr411,fsr411,1080p,538,7.104920000
measure-1080p-r2-p3-fsr411,fsr411,1080p,539,7.124080000
measure-1080p-r2-p3-fsr411,fsr411,1080p,540,7.133000000
measure-1080p-r2-p3-fsr411,fsr411,1080p,541,7.115960000
measure-1080p-r2-p3-fsr411,fsr411,1080p,542,7.103360000
measure-1080p-r2-p3-fsr411,fsr411,1080p,543,7.098520000
measure-1080p-r2-p3-fsr411,fsr411,1080p,544,7.097560000
measure-1080p-r2-p3-fsr411,fsr411,1080p,545,7.110720000
measure-1080p-r2-p3-fsr411,fsr411,1080p,546,7.111680000
measure-1080p-r2-p3-fsr411,fsr411,1080p,547,7.156760000
measure-1080p-r2-p3-fsr411,fsr411,1080p,548,7.134200000
measure-1080p-r2-p3-fsr411,fsr411,1080p,549,7.139080000
measure-1080p-r2-p3-fsr411,fsr411,1080p,550,6.656400000
measure-1080p-r2-p3-fsr411,fsr411,1080p,551,6.663800000
measure-1080p-r2-p3-fsr411,fsr411,1080p,552,7.124120000
measure-1080p-r2-p3-fsr411,fsr411,1080p,553,7.130680000
measure-1080p-r2-p3-fsr411,fsr411,1080p,554,7.115720000
measure-1080p-r2-p3-fsr411,fsr411,1080p,555,7.094080000
measure-1080p-r2-p3-fsr411,fsr411,1080p,556,7.098040000
measure-1080p-r2-p3-fsr411,fsr411,1080p,557,7.186840000
measure-1080p-r2-p3-fsr411,fsr411,1080p,558,7.100800000
measure-1080p-r2-p3-fsr411,fsr411,1080p,559,7.099080000
measure-1080p-r2-p3-fsr411,fsr411,1080p,560,7.086720000
measure-1080p-r2-p3-fsr411,fsr411,1080p,561,7.107480000
measure-1080p-r2-p3-fsr411,fsr411,1080p,562,7.109920000
measure-1080p-r2-p3-fsr411,fsr411,1080p,563,7.139680000
measure-1080p-r2-p3-fsr411,fsr411,1080p,564,7.173800000
measure-1080p-r2-p3-fsr411,fsr411,1080p,565,6.650040000
measure-1080p-r2-p3-fsr411,fsr411,1080p,566,6.745160000
measure-1080p-r2-p3-fsr411,fsr411,1080p,567,7.133040000
measure-1080p-r2-p3-fsr411,fsr411,1080p,568,7.109320000
measure-1080p-r2-p3-fsr411,fsr411,1080p,569,7.093160000
measure-1080p-r2-p3-fsr411,fsr411,1080p,570,7.062320000
measure-1080p-r2-p3-fsr411,fsr411,1080p,571,7.119400000
measure-1080p-r2-p3-fsr411,fsr411,1080p,572,7.060480000
measure-1080p-r2-p3-fsr411,fsr411,1080p,573,7.079640000
measure-1080p-r2-p3-fsr411,fsr411,1080p,574,7.102320000
measure-1080p-r2-p3-fsr411,fsr411,1080p,575,7.120040000
measure-1080p-r2-p3-fsr411,fsr411,1080p,576,7.099520000
measure-1080p-r2-p3-fsr411,fsr411,1080p,577,7.128240000
measure-1080p-r2-p3-fsr411,fsr411,1080p,578,7.100160000
measure-1080p-r2-p3-fsr411,fsr411,1080p,579,7.119960000
measure-1080p-r2-p3-fsr411,fsr411,1080p,580,7.128000000
measure-1080p-r2-p3-fsr411,fsr411,1080p,581,6.653760000
measure-1080p-r2-p3-fsr411,fsr411,1080p,582,6.661840000
measure-1080p-r2-p3-fsr411,fsr411,1080p,583,7.116600000
measure-1080p-r2-p3-fsr411,fsr411,1080p,584,7.130000000
measure-1080p-r2-p3-fsr411,fsr411,1080p,585,7.105160000
measure-1080p-r2-p3-fsr411,fsr411,1080p,586,7.102760000
measure-1080p-r2-p3-fsr411,fsr411,1080p,587,7.094960000
measure-1080p-r2-p3-fsr411,fsr411,1080p,588,7.118280000
measure-1080p-r2-p3-fsr411,fsr411,1080p,589,7.100640000
measure-1080p-r2-p3-fsr411,fsr411,1080p,590,7.091480000
measure-1080p-r2-p3-fsr411,fsr411,1080p,591,7.083560000
measure-1080p-r2-p3-fsr411,fsr411,1080p,592,7.126560000
measure-1080p-r2-p3-fsr411,fsr411,1080p,593,7.131720000
measure-1080p-r2-p3-fsr411,fsr411,1080p,594,7.119000000
measure-1080p-r2-p3-fsr411,fsr411,1080p,595,7.107400000
measure-1080p-r2-p3-fsr411,fsr411,1080p,596,7.117160000
measure-1080p-r2-p3-fsr411,fsr411,1080p,597,7.129000000
measure-1080p-r2-p3-fsr411,fsr411,1080p,598,7.144520000
measure-1080p-r2-p3-fsr411,fsr411,1080p,599,6.655000000
measure-1080p-r3-p1-v3,v3,1080p,0,8.996920000
measure-1080p-r3-p1-v3,v3,1080p,1,8.967800000
measure-1080p-r3-p1-v3,v3,1080p,2,8.221320000
measure-1080p-r3-p1-v3,v3,1080p,3,6.826040000
measure-1080p-r3-p1-v3,v3,1080p,4,5.963640000
measure-1080p-r3-p1-v3,v3,1080p,5,5.195080000
measure-1080p-r3-p1-v3,v3,1080p,6,4.769040000
measure-1080p-r3-p1-v3,v3,1080p,7,5.212840000
measure-1080p-r3-p1-v3,v3,1080p,8,5.241240000
measure-1080p-r3-p1-v3,v3,1080p,9,4.769560000
measure-1080p-r3-p1-v3,v3,1080p,10,5.223440000
measure-1080p-r3-p1-v3,v3,1080p,11,5.234680000
measure-1080p-r3-p1-v3,v3,1080p,12,4.754400000
measure-1080p-r3-p1-v3,v3,1080p,13,5.232360000
measure-1080p-r3-p1-v3,v3,1080p,14,5.207440000
measure-1080p-r3-p1-v3,v3,1080p,15,4.767960000
measure-1080p-r3-p1-v3,v3,1080p,16,5.001760000
measure-1080p-r3-p1-v3,v3,1080p,17,5.170880000
measure-1080p-r3-p1-v3,v3,1080p,18,4.768040000
measure-1080p-r3-p1-v3,v3,1080p,19,4.759160000
measure-1080p-r3-p1-v3,v3,1080p,20,5.166680000
measure-1080p-r3-p1-v3,v3,1080p,21,5.235520000
measure-1080p-r3-p1-v3,v3,1080p,22,4.755960000
measure-1080p-r3-p1-v3,v3,1080p,23,5.238040000
measure-1080p-r3-p1-v3,v3,1080p,24,5.225720000
measure-1080p-r3-p1-v3,v3,1080p,25,4.750600000
measure-1080p-r3-p1-v3,v3,1080p,26,5.228400000
measure-1080p-r3-p1-v3,v3,1080p,27,5.223400000
measure-1080p-r3-p1-v3,v3,1080p,28,4.766840000
measure-1080p-r3-p1-v3,v3,1080p,29,5.236280000
measure-1080p-r3-p1-v3,v3,1080p,30,5.185920000
measure-1080p-r3-p1-v3,v3,1080p,31,4.765400000
measure-1080p-r3-p1-v3,v3,1080p,32,4.754080000
measure-1080p-r3-p1-v3,v3,1080p,33,5.182640000
measure-1080p-r3-p1-v3,v3,1080p,34,5.034840000
measure-1080p-r3-p1-v3,v3,1080p,35,4.753640000
measure-1080p-r3-p1-v3,v3,1080p,36,5.187240000
measure-1080p-r3-p1-v3,v3,1080p,37,5.228480000
measure-1080p-r3-p1-v3,v3,1080p,38,4.754240000
measure-1080p-r3-p1-v3,v3,1080p,39,5.234520000
measure-1080p-r3-p1-v3,v3,1080p,40,5.219520000
measure-1080p-r3-p1-v3,v3,1080p,41,4.766120000
measure-1080p-r3-p1-v3,v3,1080p,42,5.239200000
measure-1080p-r3-p1-v3,v3,1080p,43,5.201040000
measure-1080p-r3-p1-v3,v3,1080p,44,4.759120000
measure-1080p-r3-p1-v3,v3,1080p,45,4.998080000
measure-1080p-r3-p1-v3,v3,1080p,46,5.180880000
measure-1080p-r3-p1-v3,v3,1080p,47,5.222440000
measure-1080p-r3-p1-v3,v3,1080p,48,4.759240000
measure-1080p-r3-p1-v3,v3,1080p,49,5.213680000
measure-1080p-r3-p1-v3,v3,1080p,50,5.238040000
measure-1080p-r3-p1-v3,v3,1080p,51,4.752280000
measure-1080p-r3-p1-v3,v3,1080p,52,5.224600000
measure-1080p-r3-p1-v3,v3,1080p,53,5.258480000
measure-1080p-r3-p1-v3,v3,1080p,54,4.755640000
measure-1080p-r3-p1-v3,v3,1080p,55,5.130920000
measure-1080p-r3-p1-v3,v3,1080p,56,5.177760000
measure-1080p-r3-p1-v3,v3,1080p,57,4.762080000
measure-1080p-r3-p1-v3,v3,1080p,58,4.770960000
measure-1080p-r3-p1-v3,v3,1080p,59,5.168120000
measure-1080p-r3-p1-v3,v3,1080p,60,5.238040000
measure-1080p-r3-p1-v3,v3,1080p,61,4.769280000
measure-1080p-r3-p1-v3,v3,1080p,62,5.231040000
measure-1080p-r3-p1-v3,v3,1080p,63,5.215200000
measure-1080p-r3-p1-v3,v3,1080p,64,4.768560000
measure-1080p-r3-p1-v3,v3,1080p,65,5.240240000
measure-1080p-r3-p1-v3,v3,1080p,66,5.188600000
measure-1080p-r3-p1-v3,v3,1080p,67,4.768280000
measure-1080p-r3-p1-v3,v3,1080p,68,4.769560000
measure-1080p-r3-p1-v3,v3,1080p,69,5.178480000
measure-1080p-r3-p1-v3,v3,1080p,70,5.241280000
measure-1080p-r3-p1-v3,v3,1080p,71,4.752440000
measure-1080p-r3-p1-v3,v3,1080p,72,5.236760000
measure-1080p-r3-p1-v3,v3,1080p,73,5.113240000
measure-1080p-r3-p1-v3,v3,1080p,74,4.767360000
measure-1080p-r3-p1-v3,v3,1080p,75,5.234360000
measure-1080p-r3-p1-v3,v3,1080p,76,5.216000000
measure-1080p-r3-p1-v3,v3,1080p,77,4.769120000
measure-1080p-r3-p1-v3,v3,1080p,78,5.228080000
measure-1080p-r3-p1-v3,v3,1080p,79,5.229560000
measure-1080p-r3-p1-v3,v3,1080p,80,4.769800000
measure-1080p-r3-p1-v3,v3,1080p,81,5.241000000
measure-1080p-r3-p1-v3,v3,1080p,82,5.223360000
measure-1080p-r3-p1-v3,v3,1080p,83,4.767600000
measure-1080p-r3-p1-v3,v3,1080p,84,5.048280000
measure-1080p-r3-p1-v3,v3,1080p,85,5.178240000
measure-1080p-r3-p1-v3,v3,1080p,86,4.761520000
measure-1080p-r3-p1-v3,v3,1080p,87,4.800080000
measure-1080p-r3-p1-v3,v3,1080p,88,5.166320000
measure-1080p-r3-p1-v3,v3,1080p,89,4.769280000
measure-1080p-r3-p1-v3,v3,1080p,90,4.754400000
measure-1080p-r3-p1-v3,v3,1080p,91,5.203280000
measure-1080p-r3-p1-v3,v3,1080p,92,4.753480000
measure-1080p-r3-p1-v3,v3,1080p,93,4.762840000
measure-1080p-r3-p1-v3,v3,1080p,94,5.175880000
measure-1080p-r3-p1-v3,v3,1080p,95,5.005920000
measure-1080p-r3-p1-v3,v3,1080p,96,4.767280000
measure-1080p-r3-p1-v3,v3,1080p,97,5.189040000
measure-1080p-r3-p1-v3,v3,1080p,98,5.234240000
measure-1080p-r3-p1-v3,v3,1080p,99,4.770920000
measure-1080p-r3-p1-v3,v3,1080p,100,5.230960000
measure-1080p-r3-p1-v3,v3,1080p,101,5.230360000
measure-1080p-r3-p1-v3,v3,1080p,102,4.764160000
measure-1080p-r3-p1-v3,v3,1080p,103,5.212920000
measure-1080p-r3-p1-v3,v3,1080p,104,5.224000000
measure-1080p-r3-p1-v3,v3,1080p,105,4.745800000
measure-1080p-r3-p1-v3,v3,1080p,106,5.233360000
measure-1080p-r3-p1-v3,v3,1080p,107,5.201120000
measure-1080p-r3-p1-v3,v3,1080p,108,4.759040000
measure-1080p-r3-p1-v3,v3,1080p,109,5.043560000
measure-1080p-r3-p1-v3,v3,1080p,110,5.203880000
measure-1080p-r3-p1-v3,v3,1080p,111,4.753440000
measure-1080p-r3-p1-v3,v3,1080p,112,4.866640000
measure-1080p-r3-p1-v3,v3,1080p,113,5.207320000
measure-1080p-r3-p1-v3,v3,1080p,114,4.764280000
measure-1080p-r3-p1-v3,v3,1080p,115,4.900760000
measure-1080p-r3-p1-v3,v3,1080p,116,5.184320000
measure-1080p-r3-p1-v3,v3,1080p,117,4.764240000
measure-1080p-r3-p1-v3,v3,1080p,118,4.827720000
measure-1080p-r3-p1-v3,v3,1080p,119,5.210280000
measure-1080p-r3-p1-v3,v3,1080p,120,4.770960000
measure-1080p-r3-p1-v3,v3,1080p,121,4.871320000
measure-1080p-r3-p1-v3,v3,1080p,122,5.188640000
measure-1080p-r3-p1-v3,v3,1080p,123,4.756280000
measure-1080p-r3-p1-v3,v3,1080p,124,4.791160000
measure-1080p-r3-p1-v3,v3,1080p,125,5.208080000
measure-1080p-r3-p1-v3,v3,1080p,126,4.749960000
measure-1080p-r3-p1-v3,v3,1080p,127,4.929600000
measure-1080p-r3-p1-v3,v3,1080p,128,5.172200000
measure-1080p-r3-p1-v3,v3,1080p,129,4.765720000
measure-1080p-r3-p1-v3,v3,1080p,130,4.767600000
measure-1080p-r3-p1-v3,v3,1080p,131,5.183840000
measure-1080p-r3-p1-v3,v3,1080p,132,4.763960000
measure-1080p-r3-p1-v3,v3,1080p,133,4.753720000
